"C02414V02915","Sector","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"80102","Mining and quarrying (NACE 10 - 14)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","999.28"
"80102","Mining and quarrying (NACE 10 - 14)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"80102","Mining and quarrying (NACE 10 - 14)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"80102","Mining and quarrying (NACE 10 - 14)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1031.25"
"80102","Mining and quarrying (NACE 10 - 14)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1024.73"
"80102","Mining and quarrying (NACE 10 - 14)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"80102","Mining and quarrying (NACE 10 - 14)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"80102","Mining and quarrying (NACE 10 - 14)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1057.52"
"80102","Mining and quarrying (NACE 10 - 14)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1090.14"
"80102","Mining and quarrying (NACE 10 - 14)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.11"
"80102","Mining and quarrying (NACE 10 - 14)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.09"
"80102","Mining and quarrying (NACE 10 - 14)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1125.24"
"80102","Mining and quarrying (NACE 10 - 14)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1095.25"
"80102","Mining and quarrying (NACE 10 - 14)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.09"
"80102","Mining and quarrying (NACE 10 - 14)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.07"
"80102","Mining and quarrying (NACE 10 - 14)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1124.06"
"80102","Mining and quarrying (NACE 10 - 14)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1066.71"
"80102","Mining and quarrying (NACE 10 - 14)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.07"
"80102","Mining and quarrying (NACE 10 - 14)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","27.06"
"80102","Mining and quarrying (NACE 10 - 14)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1656"
"80102","Mining and quarrying (NACE 10 - 14)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1080.47"
"80102","Mining and quarrying (NACE 10 - 14)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"80102","Mining and quarrying (NACE 10 - 14)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.07"
"80102","Mining and quarrying (NACE 10 - 14)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1099.29"
"80102","Mining and quarrying (NACE 10 - 14)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1155.62"
"80102","Mining and quarrying (NACE 10 - 14)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"80102","Mining and quarrying (NACE 10 - 14)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"80102","Mining and quarrying (NACE 10 - 14)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1176.13"
"80102","Mining and quarrying (NACE 10 - 14)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1324.14"
"80102","Mining and quarrying (NACE 10 - 14)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.07"
"80102","Mining and quarrying (NACE 10 - 14)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"80102","Mining and quarrying (NACE 10 - 14)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1348.05"
"80102","Mining and quarrying (NACE 10 - 14)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1282.13"
"80102","Mining and quarrying (NACE 10 - 14)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"80102","Mining and quarrying (NACE 10 - 14)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.09"
"80102","Mining and quarrying (NACE 10 - 14)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1301.92"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1984"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.8"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2041.9"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2177.9"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.8"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2238.1"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2232.4"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.7"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2291.7"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2411.7"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.15"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.66"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2472.6"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2451.25"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.31"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.41"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2555.67"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2490.35"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.32"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.37"
"80104","Food products, beverages and tobacco (NACE 15, 16)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2597.24"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2585.79"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.32"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.42"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2695.34"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2712.42"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.33"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.38"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2823.56"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2525.43"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.27"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.29"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2616.25"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2310.39"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.21"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.25"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2381.17"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2094.64"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.19"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.3"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2159.82"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2164.09"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.28"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2233.04"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2230.28"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.33"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2299.13"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2142.89"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.18"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.24"
"80104","Food products, beverages and tobacco (NACE 15, 16)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2202.24"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","215.5"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","221.6"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","234.1"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","240.3"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","233"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","239.4"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","238.8"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.06"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","245.3"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","189.54"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.04"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","201.31"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","199"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.04"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","210.91"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","208.87"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.05"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","221.04"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","203.11"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.04"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","214.85"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","180.94"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.04"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","190.26"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","153.31"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.04"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","160.26"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","136.95"
